bar_time_utc,price_time_local,date,open,high,low,close,volume,barCount,average,tweet_count,labeled_count,unlabeled_count,bullish_count,bearish_count,sentiment_sum,sentiment_mean,labeled_sentiment_mean,return_1m,return_5m,forward_return_1m,forward_return_5m,hour
2020-03-26 16:41:00+00:00,2020-03-26 10:41:00,20200326  10:41:00,258.32,258.32,257.93,258.01,1500,732,258.062,22.0,13.0,9.0,5.0,8.0,-3.0,-0.1363636363636363,-0.2307692307692307,-0.0010840528088583,-0.0024743862362265,-0.0003488236890042,-0.0002713073136699,10
2020-03-26 17:33:00+00:00,2020-03-26 11:33:00,20200326  11:33:00,255.58,255.6,255.12,255.34,1623,902,255.316,20.0,10.0,10.0,1.0,9.0,-8.0,-0.4,-0.8,-0.0009781290347822,-0.0034734418296062,0.0011749040495026,0.0019973368841543,11
2020-03-26 18:14:00+00:00,2020-03-26 12:14:00,20200326  12:14:00,256.09,256.28,255.93,255.93,1813,766,256.128,16.0,7.0,9.0,2.0,5.0,-3.0,-0.1875,-0.4285714285714285,-0.0006247803506578,-0.0012098033093974,0.000156292736295,0.0013675614425818,12
2020-03-26 18:58:00+00:00,2020-03-26 12:58:00,20200326  12:58:00,258.93,259.09,258.77,258.81,4682,1783,258.952,22.0,8.0,14.0,3.0,5.0,-2.0,-0.0909090909090909,-0.25,-0.0004248416499305,0.0003478664192948,-0.0009659595842509,-0.0036320080367837,12
2020-03-26 19:38:00+00:00,2020-03-26 13:38:00,20200326  13:38:00,257.84,257.97,256.68,256.92,6200,3892,257.187,28.0,12.0,16.0,2.0,10.0,-8.0,-0.2857142857142857,-0.6666666666666666,-0.0036067481093658,-0.0082223508975101,0.0026078156624629,0.0048653277284758,13
2020-03-26 20:09:00+00:00,2020-03-26 14:09:00,20200326  14:09:00,261.13,261.31,261.02,261.3,1065,277,261.141,20.0,8.0,12.0,5.0,3.0,2.0,0.1,0.25,0.0006510167349595,0.0027245865152156,-0.0001148105625718,-0.0001913509376196,14
2020-03-26 20:49:00+00:00,2020-03-26 14:49:00,20200326  14:49:00,261.6,262.0,261.6,261.89,362,119,261.775,19.0,11.0,8.0,3.0,8.0,-5.0,-0.2631578947368421,-0.4545454545454545,0.0011085626911313,0.0013765151225482,-0.000343655733323,0.0001909198518461,14
2020-03-26 21:22:00+00:00,2020-03-26 15:22:00,20200326  15:22:00,261.61,261.7,261.6,261.63,45,20,261.63,18.0,5.0,13.0,2.0,3.0,-1.0,-0.0555555555555555,-0.2,7.644967700004557e-05,-0.0009927832296001,0.0008408821618317,0.0014142109085348,15
2020-03-26 21:59:00+00:00,2020-03-26 15:59:00,20200326  15:59:00,262.75,262.79,262.61,262.77,155,57,262.732,18.0,4.0,14.0,1.0,3.0,-2.0,-0.1111111111111111,-0.5,0.0003426222019184,0.0022885913720103,-0.0025117022491151,-0.0022453095863301,15
2020-03-26 22:47:00+00:00,2020-03-26 16:47:00,20200326  16:47:00,261.27,261.27,261.01,261.02,103,35,261.109,13.0,8.0,5.0,2.0,6.0,-4.0,-0.3076923076923077,-0.5,-0.0008038892929603,-0.0021789823770022,-0.0004597348862156,0.0008045360508774,16
2020-03-26 23:31:00+00:00,2020-03-26 17:31:00,20200326  17:31:00,261.52,261.55,261.3,261.4,95,35,261.464,16.0,8.0,8.0,2.0,6.0,-4.0,-0.25,-0.5,-0.0004588559192413,-0.0022900763358779,0.0011094108645754,0.0005355776587607,17
2020-03-27 12:21:00+00:00,2020-03-27 06:21:00,20200327  06:21:00,254.21,254.35,253.91,254.1,272,43,254.153,16.0,8.0,8.0,0.0,8.0,-8.0,-0.5,-1.0,-0.0004327131112072,0.0017346053772766,-0.0003935458480912,0.0030696576151121,6
2020-03-27 13:02:00+00:00,2020-03-27 07:02:00,20200327  07:02:00,253.15,253.53,253.01,253.31,537,200,253.29,18.0,6.0,12.0,1.0,5.0,-4.0,-0.2222222222222222,-0.6666666666666666,0.0007506321112515,-0.0011435331230283,0.0008290237258694,-0.0024870711776084,7
2020-03-27 13:41:00+00:00,2020-03-27 07:41:00,20200327  07:41:00,252.82,253.16,252.57,252.62,4880,2693,252.783,23.0,10.0,13.0,1.0,9.0,-8.0,-0.3478260869565217,-0.8,-0.0007910766553278,-0.0084000628042077,-0.0028105454833347,-0.0029293009262925,7
2020-03-27 14:33:00+00:00,2020-03-27 08:33:00,20200327  08:33:00,252.5,252.7,252.2,252.4,2083,1224,252.393,21.0,7.0,14.0,0.0,7.0,-7.0,-0.3333333333333333,-1.0,-0.0004356263118291,-0.0012267025444184,7.923930269404522e-05,-0.0007131537242472,8
2020-03-27 15:18:00+00:00,2020-03-27 09:18:00,20200327  09:18:00,255.99,256.02,255.63,255.75,3284,1893,255.791,23.0,9.0,14.0,4.0,5.0,-1.0,-0.0434782608695652,-0.1111111111111111,-0.0009375366225243,0.0049510786278439,-0.0005083088954056,-0.0049266862170087,9
2020-03-27 15:49:00+00:00,2020-03-27 09:49:00,20200327  09:49:00,253.3,253.31,253.05,253.18,1724,1191,253.184,15.0,6.0,9.0,2.0,4.0,-2.0,-0.1333333333333333,-0.3333333333333333,-0.0004737465455981,-0.0018135940703358,0.0018563867604075,0.0022908602575242,9
2020-03-27 16:22:00+00:00,2020-03-27 10:22:00,20200327  10:22:00,253.45,253.66,253.28,253.31,1384,885,253.458,21.0,7.0,14.0,2.0,5.0,-3.0,-0.1428571428571428,-0.4285714285714285,-0.0005523771947129,0.0001184459886292,0.0010658876475464,0.0014211835300619,10
2020-03-27 16:57:00+00:00,2020-03-27 10:57:00,20200327  10:57:00,254.81,254.87,254.47,254.55,1525,895,254.614,14.0,3.0,11.0,0.0,3.0,-3.0,-0.2142857142857142,-1.0,-0.0008635239627899,-0.0013339087449486,0.0016499705362402,0.0042820663916713,10
2020-03-27 17:30:00+00:00,2020-03-27 11:30:00,20200327  11:30:00,254.11,254.3,253.9,254.22,2576,1491,254.132,22.0,7.0,15.0,0.0,7.0,-7.0,-0.3181818181818182,-1.0,0.0005116297374945,-0.0017669925786311,0.0018487923845487,0.0053890331209189,11
2020-03-27 18:05:00+00:00,2020-03-27 12:05:00,20200327  12:05:00,255.11,255.36,254.87,255.02,2967,1443,255.069,20.0,7.0,13.0,1.0,6.0,-5.0,-0.25,-0.7142857142857143,-0.0003136025088199,-0.0013314536340852,0.000509763940083,0.0017645674849031,12
2020-03-27 18:48:00+00:00,2020-03-27 12:48:00,20200327  12:48:00,256.38,256.45,255.89,256.06,2028,959,256.029,19.0,13.0,6.0,3.0,10.0,-7.0,-0.3684210526315789,-0.5384615384615384,-0.0010922992900053,-0.0014428888975549,0.0002343200812309,0.0027337342810278,12
2020-03-27 19:29:00+00:00,2020-03-27 13:29:00,20200327  13:29:00,260.12,260.34,259.73,259.77,5065,2386,260.044,23.0,13.0,10.0,7.0,6.0,1.0,0.0434782608695652,0.0769230769230769,-0.001230343342689,-7.69852573233587e-05,-0.000346460330292,-0.0040805327789967,13
2020-03-27 20:00:00+00:00,2020-03-27 14:00:00,20200327  14:00:00,253.39,254.05,253.3,253.41,34635,2060,253.475,24.0,10.0,14.0,1.0,9.0,-8.0,-0.3333333333333333,-0.8,0.0001183992422448,-0.0009461856889414,-0.0005919261276192,-0.0007497730949843,14
2020-03-27 20:37:00+00:00,2020-03-27 14:37:00,20200327  14:37:00,252.13,252.15,252.07,252.15,105,53,252.105,15.0,7.0,8.0,1.0,6.0,-5.0,-0.3333333333333333,-0.7142857142857143,0.0003570578433707,-0.0022554605887938,0.0,0.0009914733293674,14
2020-03-27 22:09:00+00:00,2020-03-27 16:09:00,20200327  16:09:00,252.8,252.86,252.79,252.86,22,6,252.83,15.0,1.0,14.0,0.0,1.0,-1.0,-0.0666666666666666,-1.0,0.0002373417721519,0.0002373417721519,-0.0002372854544016,0.0001581903029344,16
2020-03-27 22:58:00+00:00,2020-03-27 16:58:00,20200327  16:58:00,252.65,252.65,252.65,252.65,20,5,252.65,15.0,5.0,10.0,0.0,5.0,-5.0,-0.3333333333333333,-1.0,3.958201393294836e-05,3.958201393294836e-05,0.0,0.0001583217890361,16
2020-03-30 12:58:00+00:00,2020-03-30 06:58:00,20200330  06:58:00,255.95,256.15,255.87,256.07,328,116,256.018,13.0,6.0,7.0,2.0,4.0,-2.0,-0.1538461538461538,-0.3333333333333333,0.0004297546491638,0.0020740392893481,0.0007029327918146,0.0002343109306048,6
2020-03-30 13:40:00+00:00,2020-03-30 07:40:00,20200330  07:40:00,254.8,255.19,254.66,254.73,3208,1787,254.903,21.0,10.0,11.0,2.0,8.0,-6.0,-0.2857142857142857,-0.6,-0.0002747252747253,-0.0055824484697065,-0.0009421740666587,-0.0025909786833117,7
2020-03-30 14:36:00+00:00,2020-03-30 08:36:00,20200330  08:36:00,258.16,258.18,257.8,257.87,3337,1979,257.994,20.0,10.0,10.0,7.0,3.0,4.0,0.2,0.4,-0.0011233343662845,0.003541407222914,0.0016287276534687,0.0024430914802031,8
2020-03-30 15:16:00+00:00,2020-03-30 09:16:00,20200330  09:16:00,258.81,258.94,258.67,258.94,1859,1113,258.783,17.0,7.0,10.0,5.0,2.0,3.0,0.1764705882352941,0.4285714285714285,0.0004636426860367,0.0011599133931332,-0.0002703328956514,0.0022785201204911,9
2020-03-30 15:49:00+00:00,2020-03-30 09:49:00,20200330  09:49:00,259.24,259.57,259.1,259.1,1760,959,259.377,19.0,9.0,10.0,5.0,4.0,1.0,0.0526315789473684,0.1111111111111111,-0.0005400401172658,-0.0017722299275696,0.0008104978772673,0.0004245465071399,9
2020-03-30 16:49:00+00:00,2020-03-30 10:49:00,20200330  10:49:00,259.4,259.67,259.22,259.65,2183,1233,259.386,21.0,8.0,13.0,3.0,5.0,-2.0,-0.0952380952380952,-0.25,0.0009251763617437,0.0002311337108518,0.0011168881186212,0.0025418833044483,10
2020-03-30 17:20:00+00:00,2020-03-30 11:20:00,20200330  11:20:00,259.88,259.89,259.56,259.85,1714,1045,259.717,17.0,7.0,10.0,1.0,6.0,-5.0,-0.2941176470588235,-0.7142857142857143,-0.0001154378944127,0.0003079647380377,-0.0008851260342506,0.0001154512218586,11
2020-03-30 18:07:00+00:00,2020-03-30 12:07:00,20200330  12:07:00,258.91,259.03,258.75,258.88,2072,1235,258.877,19.0,7.0,12.0,1.0,6.0,-5.0,-0.2631578947368421,-0.7142857142857143,-0.0001158703796687,3.8629427898229096e-05,-3.8627935723067885e-05,-0.0026266996291718,12
2020-03-30 18:54:00+00:00,2020-03-30 12:54:00,20200330  12:54:00,260.71,260.87,260.45,260.47,1924,1049,260.702,21.0,8.0,13.0,7.0,1.0,6.0,0.2857142857142857,0.75,-0.000920563077749,0.0004609179950068,-0.0004607056474834,-0.0005758820593543,12
2020-03-30 19:39:00+00:00,2020-03-30 13:39:00,20200330  13:39:00,261.07,261.35,260.88,261.28,3004,1928,261.139,23.0,11.0,12.0,7.0,4.0,3.0,0.1304347826086956,0.2727272727272727,0.0007660487206986,0.0048844275220183,-0.0001530924678504,-0.0003827311696262,13
2020-03-30 20:13:00+00:00,2020-03-30 14:13:00,20200330  14:13:00,261.27,261.3,261.11,261.2,368,103,261.21,15.0,6.0,9.0,4.0,2.0,2.0,0.1333333333333333,0.3333333333333333,-7.656381594078887e-05,-0.000153115908743,0.0011485451761104,0.0014548238897396,14
2020-03-30 21:33:00+00:00,2020-03-30 15:33:00,20200330  15:33:00,261.85,261.85,261.81,261.81,5,3,261.836,19.0,9.0,10.0,2.0,7.0,-5.0,-0.2631578947368421,-0.5555555555555556,-0.0001527592132901,-0.0003436426116837,0.0,0.0001527825522327,15
